Mode,Route Type,Route Num,Route Name,RPTP Level of Service,Area,month,passengers
Bus,School,S026,Westlake Girls To Pinehill,School,North,2024-04-01,419.0
Bus,School,S026D,Gulf Harbour To Northcross Intermediate,School,North,2024-04-01,1943.0
Bus,School,S027,Milford To East Coast Bays Schools,School,North,2024-04-01,1061.0
Bus,School,S027E,Stanmore Bay To Long Bay College,School,North,2024-04-01,1727.0
Bus,School,S027H,Carmel College To Beach Haven Via Lake Rd,School,North,2024-04-01,607.0
Bus,School,S028,Sunnynook To East Coast Bays Schools,School,North,2024-04-01,1716.0
Bus,School,S028A,Long Bay College To Northcross Intermediate,School,North,2024-04-01,1402.0
Bus,School,S028E,Whenuapai To North Shore Schools,School,West,2024-04-01,1484.0
Bus,School,S028F,Northcote Intermediate And St Marys Primary To Chatswood,School,North,2024-04-01,319.0
Bus,School,S029,Westlake Schools To Rothesay Bay,School,North,2024-04-01,249.0
Bus,School,S029A,Red Beach To Northcross And Rangitoto College,School,North,2024-04-01,546.0
Bus,School,S029B,Northcross And Rangitoto College To Red Beach,School,North,2024-04-01,719.0
Bus,School,S029E,Northcote Intermediate And St Marys Primary To Maritime Tce,School,North,2024-04-01,303.0
Bus,School,S029G,Massey and West Harbour to North Shore Schools,School,West,2024-04-01,1033.0
Bus,School,S030,Northcote College To Chatswood And Beachhaven,School,North,2024-04-01,402.0
Bus,School,S031,Pinehill To Westlake Schools,School,North,2024-04-01,538.0
Bus,School,S031A,McAuley High To Otara Town Centre,School,South,2024-04-01,171.0
Bus,School,S031B,St Johns Schools To Forrest Hill,School,North,2024-04-01,987.0
Bus,School,S031C,Otara Town Centre To De La Salle College,School,South,2024-04-01,92.0
Bus,School,S031G,West Harbour and Greenhithe to North Shore Schools,School,West,2024-04-01,822.0
Bus,School,S032,Northcote Intermediate And St Marys Primary To Hillcrest,School,North,2024-04-01,190.0
Bus,School,S032A,Westlake Boys To Browns Bay,School,North,2024-04-01,1294.0
Bus,School,S033,Westlake Boys To Northcross,School,North,2024-04-01,403.0
Bus,School,S033A,Long Bay To Westlake Schools,School,North,2024-04-01,903.0
Bus,School,S033D,Rosmini College To Verrans Corner,School,North,2024-04-01,420.0
Bus,School,S034,Westlake Boys To Takapuna Via Milford And Crown Hill,School,North,2024-04-01,486.0
Bus,School,S035,St Marys Primary To Beach Haven,School,North,2024-04-01,207.0
Bus,School,S035B,Mt Wellington To Otahuhu Schools,School,South,2024-04-01,217.0
Bus,School,S036,St Marys Primary To Bayview,School,North,2024-04-01,43.0
Bus,School,S036A,Westlake Girls To Campbells Bay,School,South,2024-04-01,288.0
Bus,School,S037,Glenfield To Westlake Schools Via Marlborough,School,North,2024-04-01,425.0
Bus,School,S038,Northcote Int To Verrans Corner Via Onewa Rd And Highbury,School,North,2024-04-01,233.0
Bus,School,S039,Kaukapakapa To Hibiscus Coast Station,School,North,2024-04-01,237.0
Bus,School,S040,Hibiscus Coast Station To Orewa College Via Millwater Pkwy,School,North,2024-04-01,1716.0
Bus,School,S041,Torbay To Westlake Schools,School,North,2024-04-01,735.0
Bus,School,S041A,Mangere To Otahuhu Schools,School,South,2024-04-01,203.0
Bus,School,S042,Albany To Westlake Schools,School,North,2024-04-01,519.0
Bus,School,S042B,Campbells Bay Primary To Forrest Hill,School,North,2024-04-01,487.0
Bus,School,S042C,Castor Bay To Campbells Bay Primary,School,North,2024-04-01,304.0
Bus,School,S043,Torbay To Rangitoto College Via Murrays Bay Intermediate,School,North,2024-04-01,535.0
Bus,School,S044,Browns Bay Shops To Rangitoto College Via Murrays Bay Interm,School,North,2024-04-01,552.0
Bus,School,S044A,Westlake Girls To Silverdale,School,North,2024-04-01,331.0
Bus,School,S045,Long Bay College To Windsor Park,School,North,2024-04-01,582.0
Bus,School,S045B,Orewa To Westlake Schools,School,North,2024-04-01,202.0
Bus,School,S045D,Westlake Schools To Silverdale,School,North,2024-04-01,228.0
Bus,School,S046,Carmel College And Westlake Girls To Glenfield,School,North,2024-04-01,253.0
Bus,School,S046B,De La Salle College To Otara,School,South,2024-04-01,220.0
Bus,School,S046D,Orewa To Rosmini College And Westlake Boys,School,North,2024-04-01,439.0
Bus,School,S046G,St Josephs School To Orewa,School,North,2024-04-01,128.0
Bus,School,S046X,St Josephs To Silverdale Express,School,North,2024-04-01,455.0
Bus,School,S047A,Carmel College And Westlake Girls To Gulf Harbour,School,North,2024-04-01,657.0
Bus,School,S047B,Gulf Harbour To Westlake Girls And Carmel College,School,North,2024-04-01,464.0
Bus,School,S047C,Carmel College And Westlake Girls To Silverdale,School,Central,2024-04-01,379.0
Bus,School,S047D,Silverdale To Westlake Schools,School,North,2024-04-01,263.0
Bus,School,S048,Northcross To East Coast Bays Schools,School,North,2024-04-01,626.0
Bus,School,S049,St Josephs And Rosmini College To Browns Bay,School,North,2024-04-01,248.0
Bus,School,S049A,Kowhai Rd To Long Bay College,School,North,2024-04-01,534.0
Bus,School,S049C,Westlake Boys To Manly,School,North,2024-04-01,718.0
Bus,School,S050,Orewa College To Hibiscus Coast Station Via Bankside Dr,School,North,2024-04-01,444.0
Bus,School,S050A,Hibiscus Coast Station To Orewa College Via Bankside  Rd,School,Central,2024-04-01,100.0
Bus,School,S050B,West Harbour to Waitakere Schools and Holy Cross School,School,West,2024-04-01,1789.0
Bus,School,S051,Sunnynook To Westlake Schools,School,North,2024-04-01,364.0
Bus,School,S051B,Campbells Bay Primary To Milford,School,Central,2024-04-01,264.0
Bus,School,S052,Westlake Schools To Sunnynook,School,North,2024-04-01,140.0
Bus,School,S052A,Wairau Valley To Westlake Schools Via Sunnynook,School,North,2024-04-01,343.0
Bus,School,S053,Unsworth To Westlake Schools,School,North,2024-04-01,80.0
Bus,School,S053A,Long Bay College To Murrays Bay,School,North,2024-04-01,924.0
Bus,School,S053B,Campbells Bay To Westlake Schools,School,North,2024-04-01,551.0
Bus,School,S053E,Westlake Boys To Campbells Bay,School,North,2024-04-01,354.0
Bus,School,S053F,Parrs Park to Avondale College,School,West,2024-04-01,873.0
Bus,School,S054,St Johns School To Milford,School,North,2024-04-01,963.0
Bus,School,S054A,Totara Vale To Westlake Schools Via Sunnynook,School,North,2024-04-01,268.0
Bus,School,S055,Westlake Schools To Wairau Valley,School,North,2024-04-01,216.0
Bus,School,S055A,Conifer Grove To Rosehill Schools,School,South,2024-04-01,536.0
Bus,School,S055C,McAuley High To Papakura,School,South,2024-04-01,305.0
Bus,School,S055D,Papakura To McAuley High,School,South,2024-04-01,261.0
Bus,School,S055F,Rosehill College To Conifer Grove,School,South,2024-04-01,437.0
Bus,School,S056,Carmel College To Glenfield,School,North,2024-04-01,293.0
Bus,School,S056C,Rosehill College To Manurewa Via Wattles Down,School,South,2024-04-01,112.0
Bus,School,S056D,Wattle Downs To Rosehill Schools,School,South,2024-04-01,244.0
Bus,School,S056E,Forest Hill to Avondale College,School,West,2024-04-01,923.0
Bus,School,S057,Westlake Schools To Glenfield,School,North,2024-04-01,245.0
Bus,School,S057A,Rosehill College To Waitaia Shores,School,South,2024-04-01,316.0
Bus,School,S058,Torbay School To Long Bay,School,North,2024-04-01,41.0
Bus,School,S058A,Favona To Onehunga Schools,School,South,2024-04-01,248.0
Bus,School,S058B,Manurewa Station To Rosehill Schools,School,South,2024-04-01,439.0
Bus,School,S058C,Rosehill College To Manurewa,School,South,2024-04-01,321.0
Bus,School,S058D,Rosehill Intermediate To Manurewa Station Via Conifer Grove,School,South,2024-04-01,232.0
Bus,School,S059,Rangitoto College To Browns Bay Shops,School,North,2024-04-01,782.0
Bus,School,S059A,De La Salle College To Papakura,School,South,2024-04-01,287.0
Bus,School,S059B,Mangere To Onehunga Schools,School,South,2024-04-01,289.0
Bus,School,S059C,Papakura To De La Salle College,School,South,2024-04-01,193.0
Bus,School,S060,Meadowood To Albany Schools,School,North,2024-04-01,1207.0
Bus,School,S060A,St Johns School To Pinehill,School,North,2024-04-01,534.0
Bus,School,S060K,Kumeu And Huapai To Kaipara College,School,West,2024-04-01,523.0
Bus,School,S061,Albany Heights To Albany Schools,School,North,2024-04-01,1559.0
Bus,School,S061A,Rangitoto College To Torbay,School,North,2024-04-01,707.0
Bus,School,S061E,Mangere Town Centre To Onehunga Schools,School,South,2024-04-01,663.0
Bus,School,S061G,Onehunga High To Mangere Town Centre,School,South,2024-04-01,163.0
Bus,School,S061J,Royal Oak Intermediate To Mangere Town Centre,School,South,2024-04-01,240.0
Bus,School,S062,Rangitoto College To Browns Bay Shops Via Beach Rd,School,North,2024-04-01,626.0
Bus,School,S062A,Favona To Onehunga Schools Via Mangere Bridge,School,South,2024-04-01,333.0
Bus,School,S062B,Takapuna To Takapuna Grammar,School,North,2024-04-01,249.0
Bus,School,S062C,Unsworth To Albany Primary,School,North,2024-04-01,692.0
Bus,School,S063,Northcross Intermediate To Torbay,School,North,2024-04-01,607.0
Bus,School,S064,Albany Station To Epsom And Remuera Schools,School,North,2024-04-01,1344.0
Bus,School,S064C,One Tree Hill College To Otahuhu,School,South,2024-04-01,461.0
Bus,School,S065,Rangitoto College To Takapuna Via Beach Rd,School,North,2024-04-01,504.0
Bus,School,S065B,Otahuhu Town Centre To Ellerslie Penrose Schools,School,South,2024-04-01,341.0
Bus,School,S066,Rangitoto College To Takapuna,School,North,2024-04-01,532.0
Bus,School,S067A,One Tree Hill College To Otahuhu Town Centre,School,South,2024-04-01,151.0
Bus,School,S068,Carmel College To Beach Haven,School,North,2024-04-01,371.0
Bus,School,S069,St Johns School To Albany,School,North,2024-04-01,352.0
Bus,School,S070,Schnapper Rock To Upper Harbour Primary,School,North,2024-04-01,674.0
Bus,School,S070A,Long Bay College To Browns Bay Shops,School,North,2024-04-01,501.0
Bus,School,S071,Pinehill To Long Bay College,School,North,2024-04-01,1511.0
Bus,School,S072,Northcote College To Marlborough,School,North,2024-04-01,303.0
Bus,School,S072D,Titirangi to Avondale College,School,West,2024-04-01,1283.0
Bus,School,S073,Westlake Schools To Totara Vale Via Sunnynook,School,North,2024-04-01,276.0
Bus,School,S073A,Edgewater College To Otahuhu,School,South,2024-04-01,92.0
Bus,School,S073B,Birkdale To Wairau Intermediate,School,North,2024-04-01,308.0
Bus,School,S073C,Otahuhu To Edgewater College,School,South,2024-04-01,43.0
Bus,School,S073H,Woodlands Park to Glen Eden Intermediate,School,West,2024-04-01,631.0
Bus,School,S074,Windy Ridge To Westlake Schools,School,North,2024-04-01,726.0
Bus,School,S074D,Laingholm To Glen Eden Intermediate,School,West,2024-04-01,869.0
Bus,School,S075,Glenfield Intermediate to Beach Haven,School,North,2024-04-01,546.0
Bus,School,S075B,Laingholm Primary to Green Bay High School,School,West,2024-04-01,625.0
Bus,School,S076,Glenfield Schools to Windy Ridge,School,North,2024-04-01,318.0
Bus,School,S076A,Laingholm To Green Bay High School,School,West,2024-04-01,1675.0
Bus,School,S076B,Northcross Intermediate To Stella Maris,School,North,2024-04-01,390.0
Bus,School,S077B,Verrans Corner To Glenfield Schools,School,North,2024-04-01,293.0
Bus,School,S078,Sunnynook To Glenfield College,School,North,2024-04-01,562.0
Bus,School,S079,Chatswood To Birkenhead Schools,School,North,2024-04-01,241.0
Bus,School,S080,Takapuna Grammar To Devonport,School,North,2024-04-01,434.0
Bus,School,S080A,Chatswood To Northcote Schools,School,North,2024-04-01,442.0
Bus,School,S081,Hillcrest To Northcote Schools,School,North,2024-04-01,834.0
Bus,School,S081A,Stanley Bay To Belmont Intermediate And Takapuna Grammar,School,North,2024-04-01,853.0
Bus,School,S082,Takapuna Grammar To Stanley Bay,School,North,2024-04-01,780.0
Bus,School,S082A,Stanley Bay To Belmont Schools,School,North,2024-04-01,604.0
Bus,School,S083,Devonport To Belmont Schools Via Cheltenham,School,North,2024-04-01,690.0
Bus,School,S084,Belmont Intermediate To Devonport,School,North,2024-04-01,403.0
Bus,School,S084B,Mangere To St Josephs School (Onehunga),School,South,2024-04-01,52.0
Bus,School,S084C,St Josephs School (Onehunga) To Mangere Town Centre,School,South,2024-04-01,90.0
Bus,School,S087,Stanley Bay To Westlake Schools,School,North,2024-04-01,818.0
Bus,School,S087C,Te Huruhi School To Oneroa,School,Waiheke Island,2024-04-01,206.0
Bus,School,S088,Waiheke High School To Rocky Bay,School,Waiheke Island,2024-04-01,228.0
Bus,School,S089,Takapuna Normal Intermediate To Devonport,School,North,2024-04-01,120.0
Bus,School,S089D,Te Huruhi School To Rocky Bay,School,Waiheke Island,2024-04-01,101.0
Bus,School,S090,Matiatia Wharf To Kennedy Point Schools,School,Waiheke Island,2024-04-01,222.0
Bus,School,S091,Oneroa Beach To Waiheke High School,School,Waiheke Island,2024-04-01,218.0
Bus,School,S092,Piemelon Bay Rd To Waiheke Schools,School,Waiheke Island,2024-04-01,245.0
Bus,School,S093,Waiheke High School To Palm Beach,School,Waiheke Island,2024-04-01,167.0
Bus,School,S094,Palm Road To Waiheke Primary,School,Waiheke Island,2024-04-01,217.0
Bus,School,S095,Te Huruhi School To Waiheke Rd,School,Waiheke Island,2024-04-01,137.0
Bus,School,S096,Waiheke High School To Piemelon Bay Rd,School,Waiheke Island,2024-04-01,287.0
Bus,School,S097,Rocky Bay to Waiheke Schools,School,Waiheke Island,2024-04-01,200.0
Bus,School,S220,Waiheke High School To Oneroa,School,Waiheke Island,2024-04-01,112.0
Bus,School,S400,"Panmure To One Tree Hill College, Ellerslie School And St Ma",School,East,2024-04-01,1111.0
Bus,School,S401,Mt Wellington To St Marys School And Ellerslie School,School,East,2024-04-01,818.0
Bus,School,S402,Panama Rd To One Tree Hill College And Ellerslie Schools,School,Central,2024-04-01,786.0
Bus,School,S409,Glendowie And St Johns To Baradene College,School,East,2024-04-01,711.0
Bus,School,S410,Panmure To Baradene Via Marua Rd,School,East,2024-04-01,956.0
Bus,School,S411,Panmure To Baradene Via Stonefields,School,Central,2024-04-01,966.0
Bus,School,S412,Glen Innes To Baradene Via West Tamaki Rd,School,Central,2024-04-01,917.0
Bus,School,S413,St Heliers To Baradene College,School,Central,2024-04-01,1796.0
Bus,School,S414,Commerce St To Sacred Heart,School,Central,2024-04-01,572.0
Bus,School,S415,Pakuranga To Sacred Heart College,School,East,2024-04-01,480.0
Bus,School,S416,Botany To Sacred Heart College,School,East,2024-04-01,674.0
Bus,School,S417,Ellerslie To Sacred Heart And Glendowie Colleges,School,Central,2024-04-01,1816.0
Bus,School,S418,Balmoral To Sacred Heart And Glendowie Colleges,School,Central,2024-04-01,993.0
Bus,School,S419,Newmarket To Sacred Heart And Glendowie Colleges,School,Central,2024-04-01,700.0
Bus,School,S420,Pakuranga To Buck Beach Int & Macleans College Via Farm Cove,School,East,2024-04-01,824.0
Bus,School,S421,Burswood To Farm Cove Intermediate,School,East,2024-04-01,894.0
Bus,School,S424,Bucklands Beach To Bucklands Beach Intermediate,School,East,2024-04-01,349.0
Bus,School,S425,Botany To Bucklands Beach Intermediate And Macleans College,School,East,2024-04-01,661.0
Bus,School,S426,Botany To Macleans College,School,East,2024-04-01,891.0
Bus,School,S427,Flat Bush To Bucklands Beach Intermediate And Macleans Colle,School,East,2024-04-01,980.0
Bus,School,S428,Botany To Bucklands Beach Intermediate And Macleans College,School,East,2024-04-01,781.0
Bus,School,S429,Macleans College to Botany Town Centre,School,East,2024-04-01,75.0
Bus,School,S430,Meadowlands To Owairoa Primary,School,East,2024-04-01,281.0
Bus,School,S431,Botany To Howick College And Somerville Intermediate,School,East,2024-04-01,340.0
Bus,School,S432,Howick College To Dannemora,School,East,2024-04-01,1.0
Bus,School,S433,Redcastle Dr To Somerville Intermediate And Howick College,School,East,2024-04-01,875.0
Bus,School,S434,Dannemora To Somerville Intermediate And Howick College,School,East,2024-04-01,1955.0
Bus,School,S435,Dannemora To Somerville Intermediate,School,East,2024-04-01,891.0
Bus,School,S436,Flat Bush To Somerville Intermediate And Howick College,School,East,2024-04-01,1283.0
Bus,School,S437,Cockle Bay School To Flat Bush,School,East,2024-04-01,238.0
Bus,School,S439,Our Lady Star Of The Sea To Botany Downs,School,East,2024-04-01,113.0
Bus,School,S440,Bucklands Beach To Sancta Maria,School,East,2024-04-01,857.0
Bus,School,S441,Howick To Sancta Maria,School,East,2024-04-01,609.0
Bus,School,S442,Cockle Bay To Sancta Maria,School,East,2024-04-01,434.0
Bus,School,S443,Manukau Bus Station To Sancta Maria,School,East,2024-04-01,984.0
Bus,School,S444,Manukau Bus Station To Howick Intermediate,School,East,2024-04-01,869.0
Bus,School,S445,Howick Intermediate To Chapel Rd,School,East,2024-04-01,160.0
Bus,School,S461,Middlemore Hospital To Papatoetoe Intermediate Via Wallace R,School,South,2024-04-01,883.0
Bus,School,S462,Papatoetoe To Papatoetoe Intermediate,School,South,2024-04-01,505.0
Bus,School,S463,Puhinui Rd  To Papatoetoe Schools,School,South,2024-04-01,789.0
Bus,School,S464,Papatoetoe Intermediate To Clover Park,School,South,2024-04-01,469.0
Bus,School,S465,Papatoetoe High To Papatoetoe Via Puhinui Rd,School,South,2024-04-01,150.0
Bus,School,S500,St Marys College To Pt Chevalier Beach,School,Central,2024-04-01,385.0
Bus,School,S501,Britomart To St Marys College,School,Central,2024-04-01,1495.0
Bus,School,S505,Ponsonby To Motions Rd Opp Pasadena School,School,Central,2024-04-01,458.0
Bus,School,S510,Lynfield To Auckland Grammar And St Peters College,School,Central,2024-04-01,1100.0
Bus,School,S511,Lynfield To Waikowhai Intermediate,School,Central,2024-04-01,535.0
Bus,School,S512,Epsom Girls Grammar To Lynfield,School,Central,2024-04-01,581.0
Bus,School,S514,Remuera To Auckland Grammar Via Lillington Rd,School,Central,2024-04-01,834.0
Bus,School,S515,Remuera To Auckland Grammar Via Portland Rd,School,Central,2024-04-01,597.0
Bus,School,S516,Parnell To Auckland Grammar Via Epsom Schools,School,Central,2024-04-01,378.0
Bus,School,S519,Ellerslie To Baradene,School,Central,2024-04-01,460.0
Bus,School,S520,Mt Roskill Shops To Epsom And Remuera Schools,School,Central,2024-04-01,720.0
Bus,School,S521,Glen Innes To Epsom Schools,School,Central,2024-04-01,833.0
Bus,School,S522G,St Heliers To Epsom Schools,School,Central,2024-04-01,511.0
Bus,School,S522N,St Heliers To Epsom Schools,School,Central,2024-04-01,457.0
Bus,School,S523,Glendowie to Epsom Schools,School,Central,2024-04-01,633.0
Bus,School,S524,Remuera To Epsom Schools,School,Central,2024-04-01,323.0
Bus,School,S525,Herne Bay To Epsom Girls Grammar School,School,Central,2024-04-01,216.0
Bus,School,S530,Royal Oak Intermediate to Onehunga,School,Central,2024-04-01,116.0
Bus,School,S531,Onehunga High To Church St Onehunga,School,Central,2024-04-01,101.0
Bus,School,S540,Sacred Heart To Glen Innes,School,Central,2024-04-01,776.0
Bus,School,S541,Remuera Primary To Ellerslie Shops,School,Central,2024-04-01,94.0
Bus,School,S542,Kohimarama To Remuera Intermediate Via Meadowbank,School,Central,2024-04-01,1280.0
Bus,School,S543,Remuera Intermediate To Kohimarama via St Johns Rd,School,Central,2024-04-01,320.0
Bus,School,S544,Meadowbank To Selwyn College,School,Central,2024-04-01,889.0
Bus,School,S545,Upland Rd Shops To Selwyn College,School,Central,2024-04-01,742.0
