Mode,Route Type,Route Num,Route Name,RPTP Level of Service,Area,month,passengers
Ferry,,Unknown,Unknown,,Unknown,2024-03-01,110.0
Train,Commuter,EAST,Eastern,Rapid,East,2024-03-01,315075.0
Train,Commuter,EAST/STH,Shared lines from Britomart to south of Otahuhu,Rapid,South,2024-03-01,124267.0
Train,Commuter,ONE,Onehunga,Connector,South,2024-03-01,18037.0
Train,Commuter,ONE/STH,Shared lines from Britomart and between Newmarket and Penrose,Rapid,Central,2024-03-01,64756.0
Train,Commuter,STH,Southern,Rapid,South,2024-03-01,363779.0
Train,Commuter,WEST,Western,Rapid,West,2024-03-01,457290.0
Train,Commuter,WEST/ONE/EAST/STH,Shared lines between Britomart and elsewhere (unknown tag-on or tag-off),Rapid,Central,2024-03-01,12296.0
Train,Commuter,WEST/STH,Shared lines between Britomart and Newmarket,Rapid,Central,2024-03-01,72133.0
Train,,Unknown,Unknown,,Unknown,2024-03-01,12186.0
Train,Rail Replacement,Q ONE,Onehunga To Britomrt Onehunga Rail Bus (Unplanned),Rail Replacement,Central,2024-03-01,1.0
Train,Rail Replacement,Q STH,Pukekohe/Papakura To Britomart South Rail Bus (Unplanned),Rail Replacement,South,2024-03-01,6.0
Train,Rail Replacement,Q WEST,Swanson To Britomart West Rail Bus (Unplanned),Rail Replacement,West,2024-03-01,77.0
Train,Rail Replacement,RBE,Manukau To Otahuhu Eastern Rail Bus,Rail Replacement,East,2024-03-01,5136.0
Train,Rail Replacement,RBO,Onehunga To Britomart Onehunga Rail Bus,Rail Replacement,South,2024-03-01,289.0
Train,Rail Replacement,RBS,Papakura To Britomart Southern Rail Bus,Rail Replacement,South,2024-03-01,10493.0
Train,Rail Replacement,RBSX,Papakura To Britomart EXP Via Manukau Southern Rail Bus,Rail Replacement,South,2024-03-01,1126.0
Train,Rail Replacement,RBW,Swanson To Britomart Western Rail Bus,Rail Replacement,West,2024-03-01,11817.0
Train,Rail Replacement,RBWN,New Lynn To Grafton And Newmarket,Rail Replacement,West,2024-03-01,398.0
Train,Special Event,Q SPEV,Special Event Service Pattern,,,2024-03-01,7307.0
Bus,Commuter,101,Pt Chevalier To Auckland University Via Jervois Rd,Peak,Central,2024-04-01,7609.0
Bus,Commuter,105,Westmere To Britomart Via Richmond Rd,Connector,Central,2024-04-01,40069.0
Bus,Commuter,106,Freemans Bay Loop,Connector,Central,2024-04-01,6697.0
Bus,Commuter,111,Royal Heights Loop,Local,West,2024-04-01,5774.0
Bus,Commuter,112,Hob Pt Wharf To Northwest Via W Harbour,Connector,West,2024-04-01,11996.0
Bus,Commuter,114,Hob Pt Wharf To Northwest Via Whenuapai,Local,West,2024-04-01,3997.0
Bus,Commuter,116,West Hills Loop,Local,West,2024-04-01,348.0
Bus,Commuter,11T,Northwest To City Centre Via Triangle Rd,Frequent,West,2024-04-01,33558.0
Bus,Commuter,11W,Northwest To City Centre Via Waimumu Rd,Frequent,West,2024-04-01,34136.0
Bus,Commuter,120,Henderson to Constellation Station via Westgate,Connector,West,2024-04-01,61120.0
Bus,Commuter,122,Huapai North To Westgate Via Kumeu,Rural Township,West,2024-04-01,1651.0
Bus,Commuter,123,Huapai Triangle To Westgate Via Kumeu,Rural Township,West,2024-04-01,2118.0
Bus,Commuter,125,Helensville To Westgate Via Kumeu,Rural Township,West,2024-04-01,8569.0
Bus,Commuter,126,Albany To Westgate Via Riverhead,Rural Township,West,2024-04-01,9050.0
Bus,Commuter,128,Hibiscus Coast Station To Helensville,Rural Township,West,2024-04-01,2654.0
Bus,Commuter,13,Te Atatu Peninsula Loop To Henderson,Frequent,West,2024-04-01,55171.0
Bus,Commuter,132,Te Atatu Peninsula Loop To City Centre,Peak,West,2024-04-01,4081.0
Bus,Commuter,135,Te Atatu (Totara Rd) To Henderson,Connector,West,2024-04-01,16969.0
Bus,Commuter,14,Lincoln Rd To New Lynn Via Henderson,Frequent,West,2024-04-01,56003.0
Bus,Commuter,143,Ranui to Henderson via Sturges Rd,Connector,West,2024-04-01,9772.0
Bus,Commuter,145,Lincoln Rd To Henderson Via Western H,Connector,West,2024-04-01,15498.0
Bus,Commuter,147,Waitakere Township To Henderson,Local,West,2024-04-01,10431.0
Bus,Commuter,148,Ranui To Lincoln Rd,Local,West,2024-04-01,898.0
Bus,Commuter,149,Ranui To New Lynn Via Rosebank,Weekday Connector,West,2024-04-01,17020.0
Bus,Commuter,152,Henderson to New Lynn via Sunnyvale and Glen Eden,Local,West,2024-04-01,18761.0
Bus,Commuter,154,Henderson to New Lynn via Glen Eden,Connector,West,2024-04-01,30059.0
Bus,Commuter,161,Brains Park to New Lynn,Local,West,2024-04-01,6212.0
Bus,Commuter,162,Henderson to New Lynn via Glendene,Connector,West,2024-04-01,19171.0
Bus,Commuter,170,Titirangi South to New Lynn,Local,West,2024-04-01,4080.0
Bus,Commuter,171,Laingholm To New Lynn,Local,West,2024-04-01,6494.0
Bus,Commuter,172,Glen Eden to New Lynn via Titirangi,Connector,West,2024-04-01,13293.0
Bus,Commuter,18,New Lynn To City Centre Via Great North Rd,Frequent,Central,2024-04-01,143358.0
Bus,Commuter,186,South Lynn Loop,Connector,West,2024-04-01,10744.0
Bus,Commuter,191,Lynfield To New Lynn Via Blockhouse Bay And Avondale,Local,Central,2024-04-01,9672.0
Bus,Commuter,195,New Lynn To City Centre Via Green Bay,Connector,West,2024-04-01,47546.0
Bus,Commuter,20,St Lukes To Wynyard Quarter Via Kingsland,Frequent,Central,2024-04-01,28452.0
Bus,Commuter,209,Titirangi to City Centre via Green Bay and New North Rd,Peak,West,2024-04-01,8333.0
Bus,Commuter,22N,New Lynn To City Centre Via New North Rd,Frequent,Central,2024-04-01,63781.0
Bus,Commuter,22R,Rosebank Rd To City Centre Via New North Rd,Frequent,Central,2024-04-01,64499.0
Bus,Commuter,24B,New Lynn And Blockhouse Bay To City Centre Via Sandringham R,Frequent,Central,2024-04-01,71591.0
Bus,Commuter,24R,New Lynn To City Centre Via Sandingham Rd,Frequent,Central,2024-04-01,64679.0
Bus,Commuter,252,Lynfield To Civic Centre Via Dominion Rd,Peak,Central,2024-04-01,6635.0
Bus,Commuter,253,Blockhouse Bay To Civic Centre Via Dominion Rd,Peak,Central,2024-04-01,7873.0
Bus,Commuter,25B,Blockhouse Bay To City Centre Via Dominion Rd,Frequent,Central,2024-04-01,102410.0
Bus,Commuter,25L,Lynfield To City Centre Via Dominion Rd,Frequent,Central,2024-04-01,93767.0
Bus,Commuter,27H,Waikowhai To Britomart Via Hillsborough Rd And Mt Eden Rd,Frequent,Central,2024-04-01,71912.0
Bus,Commuter,27T,Three Kings To Britomart Via Mt Eden Rd,Peak,Central,2024-04-01,7775.0
Bus,Commuter,27W,Waikowhai To Britomart Via Mt Eden Rd,Frequent,Central,2024-04-01,80723.0
Bus,Commuter,295,Ellerslie Station To City Centre Via Royal Oak,Connector,Central,2024-04-01,26805.0
Bus,Commuter,298,Onehunga To Sylvia Park Via Ellerslie,Local,Central,2024-04-01,20186.0
Bus,Commuter,30,Onehunga To City Centre Via Manukau Rd,Frequent,Central,2024-04-01,118801.0
Bus,Commuter,309,Mangere Town Centre To City Centre,Connector,South,2024-04-01,52689.0
Bus,Commuter,309X,Mangere Town Centre To City Centre (Express),Peak,South,2024-04-01,4765.0
Bus,Commuter,31,Mangere Town Centre To Botany Town Centre Via Otara,Frequent,South,2024-04-01,41772.0
Bus,Commuter,313,Mangere To Manukau Bus Station Via Papatoetoe,Connector,South,2024-04-01,14053.0
Bus,Commuter,314,Ormiston To Middlemore Station Via Otara,Connector,South,2024-04-01,17476.0
Bus,Commuter,32,Mangere Town Centre To Sylvia Park Via Otahuhu,Frequent,South,2024-04-01,37429.0
Bus,Commuter,321,Middlemore Station To Britomart Via Greenlane Hospital,Local,Central,2024-04-01,25877.0
Bus,Commuter,323,Otahuhu Station To Panmure Via Panama Rd,Connector,Central,2024-04-01,18777.0
Bus,Commuter,324,Mangere Town Centre To Seaside Park Via Otahuhu,Local,South,2024-04-01,9674.0
Bus,Commuter,325,Mangere Town Ctr To Manukau Station Via Otahuhu & Otara,Connector,South,2024-04-01,39323.0
Bus,Commuter,326,Mangere Town Centre To Otahuhu Station Via Tidal Road,Local,South,2024-04-01,5047.0
Bus,Commuter,33,Papakura Interchange To Otahuhu Station Via Great South Rd,Frequent,South,2024-04-01,85056.0
Bus,Commuter,333X,Britomart To Otahuhu Limited Stops Via Great South Rd,Night,Central,2024-04-01,24.0
Bus,Commuter,35,Ormiston To Botany Via Chapel Rd,Frequent,South,2024-04-01,46258.0
Bus,Commuter,351,Botany To Otahuhu Station Via Highbrook,Weekday Connector,South,2024-04-01,6894.0
Bus,Commuter,352,Manukau Bus Station To Panmure Via East Tamaki,Peak,South,2024-04-01,8452.0
Bus,Commuter,353,Manukau Bus Station To Botany Town Centre Via Preston Rd,Connector,South,2024-04-01,9261.0
Bus,Commuter,355,Ormiston To Botany Via Mission Heights,Connector,South,2024-04-01,28520.0
Bus,Commuter,36,Manukau to Onehunga via Mangere Town Centre,Frequent,South,2024-04-01,40757.0
Bus,Commuter,361,Manurewa Interchange To Otara / Mit Via Mahia Rd,Connector,South,2024-04-01,29026.0
Bus,Commuter,362,Weymouth To Manukau Bus Station Via Great South Rd,Connector,South,2024-04-01,20485.0
Bus,Commuter,363,Manurewa Interchange To Wattle Downs Loop,Local,South,2024-04-01,4854.0
Bus,Commuter,365,Papakura Interchange To Manukau Bus Station Via Porchester,Connector,South,2024-04-01,27041.0
Bus,Commuter,366,Manurewa Interchange To Manukau Bus Station Via The Gardens,Connector,South,2024-04-01,17004.0
Bus,Commuter,372,Papakura Shops To Keri Hill Loop,Connector,South,2024-04-01,7960.0
Bus,Commuter,373,Red Hill To Papakura Shops,Local,South,2024-04-01,3389.0
Bus,Commuter,376,Papakura Shops To Auranga Dr Via Drury,Connector,South,2024-04-01,4750.0
Bus,Commuter,377,Pahurehure To Papakura Interchange,Connector,South,2024-04-01,4261.0
Bus,Commuter,378,Papakura Shops To Karaka Harbourside Loop And Karaka Lakes,Connector,South,2024-04-01,2520.0
Bus,Commuter,38,Airport To Onehunga Via Mangere Town Centre,Frequent,South,2024-04-01,27525.0
Bus,Commuter,391,Pukekohe Northeast Loop,Connector,South,2024-04-01,1553.0
Bus,Commuter,392,Pukekohe Northwest Loop,Connector,South,2024-04-01,3003.0
Bus,Commuter,393,Pukekohe South Loop,Connector,South,2024-04-01,1238.0
Bus,Commuter,394,Pukekohe Station To Papakura Station Via Paerata Rise,Connector,South,2024-04-01,18574.0
Bus,Commuter,395,Waiuku To Papakura Interchange,Peak,South,2024-04-01,439.0
Bus,Commuter,396,Waiuku To Pukekohe Interchange Via Kitchener Rd And Patumaho,Rural Township,South,2024-04-01,1306.0
Bus,Commuter,399,Port Waikato To Pukekohe Interchange Via Tuakau,Rural Township,South,2024-04-01,32.0
Bus,Commuter,501,Kennedy Point to Matiatia Wharf,Local,Waiheke Island,2024-04-01,6140.0
Bus,Commuter,502,Rocky Bay to Matiatia Wharf,Connector,Waiheke Island,2024-04-01,21138.0
Bus,Commuter,503,Matiatia Wharf To Oneroa,Local,Waiheke Island,2024-04-01,510.0
Bus,Commuter,50A,Onetangi (Seventh Ave) To Matiatia Wharf,Frequent,Waiheke Island,2024-04-01,25137.0
Bus,Commuter,50B,Onetangi (Fourth Ave) to Matiatia Wharf,Frequent,Waiheke Island,2024-04-01,18199.0
Bus,Commuter,64,Newmarket To Kingsland Via Mt Eden And Valley Rd,Frequent,Central,2024-04-01,27187.0
Bus,Commuter,650,Pt Chevalier Shops To Glen Innes Via Greenlane,Connector,Central,2024-04-01,36189.0
Bus,Commuter,66,Pt Chevalier Beach To Sylvia Park Via Mt Albert Rd,Frequent,Central,2024-04-01,75004.0
Bus,Commuter,670,New Lynn To Otahuhu Via Avondale Stoddard Rd And Onehunga,Connector,Central,2024-04-01,40198.0
Bus,Commuter,68,New Lynn To Onehunga Station,Frequent,Central,2024-04-01,45180.0
Bus,Commuter,70,Botany To Britomart Via Panmure,Frequent,East,2024-04-01,309834.0
Bus,Commuter,70H,Britomart To Howick And Botany Via Ellerslie And Panmure,Night,East,2024-04-01,216.0
Bus,Commuter,711,Howick To Panmure Via Cascades Road,Local,East,2024-04-01,11064.0
Bus,Commuter,712,Bucklands Beach To Panmure,Connector,East,2024-04-01,24963.0
Bus,Commuter,72C,"Botany And Howick To Panmure Via Chapel Rd, Cook St, And Pak",Frequent,East,2024-04-01,37229.0
Bus,Commuter,72M,"Botany and Howick to Panmure via Millhouse Dr, Meadowland Dr",Frequent,East,2024-04-01,31460.0
Bus,Commuter,72X,Botany And Howick To Britomart Express Via Panmure And Motor,Peak,East,2024-04-01,32469.0
Bus,Commuter,733,Botany To The Parade Via Highland Park,Local,East,2024-04-01,13550.0
Bus,Commuter,734,Botany To Half Moon Bay Via Highland Park,Local,East,2024-04-01,10137.0
Bus,Commuter,735,Botany To Half Moon Bay Via Cockle Bay And Howick,Local,East,2024-04-01,13237.0
Bus,Commuter,739,Maraetai And Beachlands To Botany Via Whitford And Ormiston,Local,East,2024-04-01,9291.0
Bus,Commuter,74,Onehunga To Glen Innes Via Panmure,Frequent,Central,2024-04-01,50169.0
Bus,Commuter,744,Panmure To St Heliers Via Glen Innes,Connector,Central,2024-04-01,13379.0
Bus,Commuter,747,Panmure To Glen Innes Via Stonefields,Connector,Central,2024-04-01,8967.0
Bus,Commuter,75,Glen Innes To Wynyard Quarter Via Remuera Rd,Frequent,Central,2024-04-01,141511.0
Bus,Commuter,751,Panmure To Newmarket Via Marua Rd And Remuera Rd,Local,Central,2024-04-01,14370.0
Bus,Commuter,755,Benson Rd To Britomart Via Portland Rd,Connector,Central,2024-04-01,18135.0
Bus,Commuter,76,Glen Innes To Britomart Via Orakei,Frequent,Central,2024-04-01,50913.0
Bus,Commuter,774,West Tamaki Rd To Britomart Via Long Dr And Tamaki Dr,Peak,Central,2024-04-01,6306.0
Bus,Commuter,775,Glendowie To Britomart Via Tamaki Dr,Peak,Central,2024-04-01,8706.0
Bus,Commuter,781,Mission Bay To Museum Via Orakei,Connector,Central,2024-04-01,17497.0
Bus,Commuter,782,Sylvia Park To Mission Bay Via Ellerslie And Meadowbank,Local,Central,2024-04-01,14175.0
Bus,Commuter,783,Eastern Bays Circuit Clockwise,Local,Central,2024-04-01,3461.0
Bus,Commuter,801,Bayswater Wharf To Akoranga Station Via Takapuna,Connector,North,2024-04-01,17748.0
Bus,Commuter,802,Bayswater To City (Mayoral Dr),Peak,North,2024-04-01,6320.0
Bus,Commuter,805,Devonport Wharf To Belmont Shops Via Ngataringa Rd,Local,North,2024-04-01,660.0
Bus,Commuter,806,Devonport Wharf To Stanley Pt Loop,Connector,North,2024-04-01,2910.0
Bus,Commuter,807,Devonport Wharf To Cheltenham Loop,Connector,North,2024-04-01,2666.0
Bus,Commuter,814,Devonport Wharf To Akoranga Station Via Takapuna,Connector,North,2024-04-01,48943.0
Bus,Commuter,82,Milford To Mayoral Dr Via Takapuna,Frequent,North,2024-04-01,49306.0
Bus,Commuter,83,Massey University To Takapuna Via Browns Bay,Frequent,North,2024-04-01,86980.0
Bus,Commuter,842,Crown Hill To Smales Farm Station Via East Coast Rd,Peak,North,2024-04-01,4501.0
Bus,Commuter,843,Constellation Station To Akoranga Station Via Takapuna,Connector,North,2024-04-01,15981.0
Bus,Commuter,845,Milford To Takapuna Via North Shore Hospital,Local,North,2024-04-01,5574.0
Bus,Commuter,856,Albany Station To Takapuna Via Beach Rd And Milford,Connector,North,2024-04-01,40712.0
Bus,Commuter,861,Long Bay To Constellation Station Via Bush Rd,Connector,North,2024-04-01,34604.0
Bus,Commuter,865,Browns Bay To Albany Station Via Oaktree Ave,Connector,North,2024-04-01,9912.0
Bus,Commuter,866,Albany Stn To Newmarket Via Ponsonby And Auckland Hospital,Weekday Connector,North,2024-04-01,45399.0
Bus,Commuter,871,Constellation Station To Takapuna Via Forrest Hill Rd,Connector,North,2024-04-01,29099.0
Bus,Commuter,878,Browns Bay To Constellation Station Via and East Coast Rd,Connector,North,2024-04-01,23617.0
Bus,Commuter,883,Schnapper Rock To Constellation Station,Connector,North,2024-04-01,8016.0
Bus,Commuter,884,Constellation Station To NHIE Loop Anticlockwise,Weekday Connector,North,2024-04-01,5335.0
Bus,Commuter,885,Constellation Station To NHIE Loop Clockwise,Weekday Connector,North,2024-04-01,4579.0
Bus,Commuter,889,Albany Station To Constellation Station Via Hugh Green Dr,Connector,North,2024-04-01,10383.0
Bus,Commuter,901,Smales Farm To Constellation Station Via Wairau Rd,Connector,North,2024-04-01,16947.0
Bus,Commuter,906,Constellation To Smales Farm Via Windy Ridge And Archers Rd,Local,North,2024-04-01,20259.0
Bus,Commuter,907,Campbells Bay To Constellation Station Via Sunnynook Station,Local,North,2024-04-01,8556.0
Bus,Commuter,917,Birkenhead Wharf To Albany Station Via Glenfield Rd,Connector,North,2024-04-01,39232.0
Bus,Commuter,923,Akoranga Station To City (Mayoral Dr) Via Hillcrest,Connector,North,2024-04-01,32604.0
Bus,Commuter,924,Hillcrest To City (Mayoral Dr),Peak,North,2024-04-01,8060.0
Bus,Commuter,926,Glenfield To Akoranga Station Via Hillcrest West,Connector,North,2024-04-01,17459.0
Bus,Commuter,928,Northcote Point To Smales Farm Stn Via North Shore Hospital,Local,North,2024-04-01,3946.0
Bus,Commuter,931,Chatswood To University Of Auckland Via Customs St,Local,North,2024-04-01,11114.0
Bus,Commuter,933,Beach Haven Wharf To University Of Auckland Via Customs St,Local,North,2024-04-01,22711.0
Bus,Commuter,939,Windy Ridge To University of Auckland Via Customs St,Peak,North,2024-04-01,7485.0
Bus,Commuter,941,Beach Haven To Takapuna Via Glenfield And Smales Farm Stn,Connector,North,2024-04-01,42444.0
Bus,Commuter,942,Beach Haven To Takapuna via Highbury And Northcote Shops,Connector,North,2024-04-01,38141.0
Bus,Commuter,95B,Bayview To Britomart (Lower Albert St),Frequent,North,2024-04-01,55489.0
Bus,Commuter,95C,Constellation Station To Britomart (Albert St) Via Glenfield,Frequent,North,2024-04-01,40381.0
Bus,Commuter,966,Beach Haven To Newmarket Via Ponsonby And Auckland Hospital,Weekday Connector,North,2024-04-01,21557.0
Bus,Commuter,97B,Beach Haven to Britomart (Lower Albert St),Frequent,North,2024-04-01,43629.0
Bus,Commuter,97R,Beach Haven to Britomart (Lower Albert St),Frequent,North,2024-04-01,37615.0
Bus,Commuter,981,Waiwera To Hibiscus Coast Station,Connector,North,2024-04-01,15573.0
Bus,Commuter,982,Gulf Harbour To Hibiscus Coast Station,Connector,North,2024-04-01,28969.0
Bus,Commuter,983,Gulf Harbour To Hibiscus Coast Station Via Vipond Rd,Local,North,2024-04-01,12548.0
Bus,Commuter,984,Orewa To Hibiscus Coast Station Via Maygrove,Local,North,2024-04-01,3136.0
Bus,Commuter,985,Orewa To Hibiscus Coast Station Via Millwater,Connector,North,2024-04-01,16339.0
Bus,Commuter,986,Hibiscus Coast Station To Albany Station Via Dariy Flat,Local,North,2024-04-01,3090.0
Bus,Commuter,988,Gulf Harbour Ferry To The Plaza Via Army Bay,Local,North,2024-04-01,1448.0
Bus,Commuter,989,Hibiscus Coast Station To Milldale Loop,Connector,North,2024-04-01,3775.0
Bus,Commuter,995,Warkworth To Hibiscus Coast Station,Rural Township,North,2024-04-01,7015.0
Bus,Commuter,996,Algies Bay To Warkworth Via Snells Beach,Rural Township,North,2024-04-01,1588.0
Bus,Commuter,997,Warkworth To Omaha Via Matakana And Pt Wells,Rural Township,North,2024-04-01,1175.0
Bus,Commuter,998,Wellsford To Warkworth,Rural Township,North,2024-04-01,2318.0
Bus,Commuter,AIR,Airport Link Via Puhinui Station,Rapid,South,2024-04-01,44617.0
Bus,Commuter,CTY,Wynyard Quarter to Karangahape Rd via Queen St,Frequent,Central,2024-04-01,85198.0
Bus,Commuter,INN,Inner Link Anticlockwise,Frequent,Central,2024-04-01,148251.0
Bus,Commuter,N10,"City To Otara Via Manukau Rd, Onehunga, Mangere, Papatoetoe",Night,South,2024-04-01,84.0
Bus,Commuter,NX1,Albany Station To Britomart (Lower Albert St),Rapid,North,2024-04-01,360203.0
Bus,Commuter,NX2,Hibiscus Coast Station To Auckland Universities,Rapid,North,2024-04-01,231669.0
Bus,Commuter,OUT,St Lukes To Newmarket Via Wellesley St,Frequent,Central,2024-04-01,166811.0
Bus,Commuter,TMK,Glen Innes To Britomart Via St Heliers And Tamaki Dr,Frequent,Central,2024-04-01,55192.0
Bus,Commuter,WX1,Northwest To City Centre Via Motorway,Rapid,West,2024-04-01,71076.0
Bus,On Demand,QODTAK,AT Local,On Demand,South,2024-04-01,4805.0
Bus,School,S001,Birkenhead College To Beach Haven,School,North,2024-04-01,359.0
Bus,School,S001E,Onehunga High To Mangere East,School,South,2024-04-01,186.0
Bus,School,S001F,Royal Oak Intermediate To Favona,School,South,2024-04-01,96.0
Bus,School,S001K,Everglades to Manurewa High and Greenmeadows,School,South,2024-04-01,1370.0
Bus,School,S001N,Hobsonville Primary School to Massey West,School,West,2024-04-01,86.0
Bus,School,S002,Hatfields Beach To Orewa Schools,School,North,2024-04-01,205.0
Bus,School,S002A,Birkenhead College And Birkdale Intermediate To Chivalry Rd,School,North,2024-04-01,50.0
Bus,School,S002D,Onehunga High To Favona,School,South,2024-04-01,211.0
Bus,School,S002F,Royal Oak Intermediate To Mangere Bridge,School,South,2024-04-01,187.0
Bus,School,S002M,Clendon to Manurewa and Greenmeadows,School,South,2024-04-01,1620.0
Bus,School,S003,Carmel And Westlake Schools To Chatswood,School,North,2024-04-01,521.0
Bus,School,S003C,Onehunga High To Mangere Bridge,School,South,2024-04-01,251.0
Bus,School,S003D,Royal Oak Intermediate To Mangere,School,South,2024-04-01,243.0
Bus,School,S003G,Flat Bush to Alfriston Sch and Takanini to Alfriston Col,School,South,2024-04-01,459.0
Bus,School,S004F,Birkenhead College To Highbury,School,North,2024-04-01,158.0
Bus,School,S004G,Weymouth And Wattle Downs To Manurewa High,School,South,2024-04-01,314.0
Bus,School,S005,Arkles Bay/Manly To Orewa College,School,North,2024-04-01,389.0
Bus,School,S005B,Kaurilands To Green Bay High School,School,West,2024-04-01,1931.0
Bus,School,S005C,Onehunga High To Mangere,School,South,2024-04-01,180.0
Bus,School,S006,Gulf Harbour To Orewa College Via Vipond Rd,School,North,2024-04-01,762.0
Bus,School,S006A,Glen Eden To Green Bay High School,School,West,2024-04-01,586.0
Bus,School,S006B,Titirangi To Remuera Schools,School,West,2024-04-01,1160.0
Bus,School,S006C,Beach Haven To Westlake Schools,School,North,2024-04-01,1287.0
Bus,School,S007,Brightside Rd To Orewa College,School,North,2024-04-01,289.0
Bus,School,S007A,Salisbury Rd To Westlake Schools,School,North,2024-04-01,776.0
Bus,School,S007F,Glengarry Shops To Green Bay High School,School,West,2024-04-01,1875.0
Bus,School,S008,East Coast Rd To Kingsway School,School,North,2024-04-01,953.0
Bus,School,S008A,Bayview To Westlake Schools,School,North,2024-04-01,737.0
Bus,School,S008C,New Lynn To Blockhouse Bay Intermediate,School,West,2024-04-01,328.0
Bus,School,S009,Glenfield To Westlake Schools,School,North,2024-04-01,628.0
Bus,School,S009A,Torbay To Kingsway School,School,North,2024-04-01,1216.0
Bus,School,S009B,Onewa Rd To Westlake Schools,School,North,2024-04-01,669.0
Bus,School,S009C,Westlake Girls To Verrans Corner,School,North,2024-04-01,271.0
Bus,School,S010,Greenhithe To Kingsway School,School,North,2024-04-01,850.0
Bus,School,S010A,Westlake Girls To Beach Haven,School,North,2024-04-01,545.0
Bus,School,S010B,Sandringham to Ponsonby Int,School,West,2024-04-01,781.0
Bus,School,S011,Blockhouse Bay Intermediate To New Lynn Via Green Bay,School,West,2024-04-01,370.0
Bus,School,S011A,Silverdale To Whangaparaoa College,School,Central,2024-04-01,1040.0
Bus,School,S012,Gulf Harbour To Kingsway School,School,North,2024-04-01,976.0
Bus,School,S012A,Beach Haven To Northcote Schools And Takapuna,School,North,2024-04-01,1257.0
Bus,School,S012B,Spinella Dr To Glenfield Intermediate Primary,School,North,2024-04-01,567.0
Bus,School,S012D,Avondale_College to New Lynn,School,West,2024-04-01,421.0
Bus,School,S012G,Otahuhu Intermediate To Mangere Town Centre,School,South,2024-04-01,363.0
Bus,School,S013,Rangitoto College To Unsworth Heights,School,North,2024-04-01,1361.0
Bus,School,S013A,Stanmore Bay To Kingsway School,School,North,2024-04-01,906.0
Bus,School,S013D,Glendene To Rutherford College,School,West,2024-04-01,909.0
Bus,School,S013E,Otara To Edgewater College,School,South,2024-04-01,189.0
Bus,School,S014,St Josephs School To Sunnynook,School,North,2024-04-01,477.0
Bus,School,S014A,Manly To KingsWay School,School,North,2024-04-01,635.0
Bus,School,S014D,Rutherford College To View Road,School,West,2024-04-01,386.0
Bus,School,S014H,Beach Haven To Northcote Schools,School,North,2024-04-01,275.0
Bus,School,S014I,Northcote College To Beach Haven,School,North,2024-04-01,496.0
Bus,School,S015,Long Bay Primary To Torbay,School,North,2024-04-01,85.0
Bus,School,S015A,Bayview To Westlake Girls,School,North,2024-04-01,177.0
Bus,School,S015B,Westlake Girls To Bayview,School,North,2024-04-01,473.0
Bus,School,S015C,Glendene to Avondale College,School,West,2024-04-01,1006.0
Bus,School,S015E,Northcote College To Wairau Rd,School,North,2024-04-01,329.0
Bus,School,S015G,Westlake Girls To Glenfield Mall,School,North,2024-04-01,525.0
Bus,School,S016,Rothesay Bay Shops To Westlake Schools,School,North,2024-04-01,431.0
Bus,School,S016E,Greenhithe to Albany Junior High School,School,West,2024-04-01,1113.0
Bus,School,S017,Devonport To Westlake Schools,School,North,2024-04-01,870.0
Bus,School,S017A,Bayswater To Westlake Schools,School,North,2024-04-01,230.0
Bus,School,S017B,Hibiscus Coast Station To Whangaparaoa College,School,North,2024-04-01,777.0
Bus,School,S017F,Greenhithe to Albany High Schools via Upper Harbour Dr,School,West,2024-04-01,2717.0
Bus,School,S017G,Otahuhu Schools To Mt Wellington,School,South,2024-04-01,80.0
Bus,School,S018,Orewa To Whangaparaoa College,School,North,2024-04-01,852.0
Bus,School,S018A,Wairau Valley To Westlake Schools,School,North,2024-04-01,149.0
Bus,School,S019,Army Bay To Whangaparaoa College,School,North,2024-04-01,1195.0
Bus,School,S019A,Whangaparaoa College To Gulf Harbour School,School,North,2024-04-01,548.0
Bus,School,S020,Westlake Schools To Albany Via Albany Hwy,School,North,2024-04-01,169.0
Bus,School,S020A,Gulf Harbour To Whangaparaoa College,School,North,2024-04-01,1365.0
Bus,School,S020I,Beach Haven To Rosmini St Josephs,School,North,2024-04-01,499.0
Bus,School,S020J,Rosmini To Beach Haven,School,North,2024-04-01,454.0
Bus,School,S021,Gulf Harbour To Whangaparaoa College.,School,North,2024-04-01,1463.0
Bus,School,S022,St Josephs School To Takapuna Via Milford And Crown Hill,School,North,2024-04-01,476.0
Bus,School,S022A,Gulf Harbour To Stella Maris School,School,North,2024-04-01,323.0
Bus,School,S022C,Henderson to Rangeview Intermediate via Glendene,School,West,2024-04-01,623.0
Bus,School,S023,Takapuna To East Coast Bays Schools,School,North,2024-04-01,620.0
Bus,School,S023A,Westlake Schools To Totara Vale,School,North,2024-04-01,258.0
Bus,School,S023B,Birkdale Intermediate To Beach Haven,School,North,2024-04-01,364.0
Bus,School,S024B,Northcross Intermediate To HC Station Via Glamorgan Dr,School,North,2024-04-01,1284.0
Bus,School,S025,Westlake Schools To Torbay,School,North,2024-04-01,509.0
Bus,School,S025A,Wood Bay To Titirangi Schools,School,West,2024-04-01,238.0
Bus,School,S025B,Birkdale Intermediate To Highbury,School,North,2024-04-01,57.0
Bus,School,S025E,Hatfields Beach To Rangitoto College,School,North,2024-04-01,1895.0
